time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-04-03T15:55:12.248Z,24.2049,121.6751,21.797,4.6,mwr,70,44,0.537,0.76,us,us7000m9mh,2024-06-12T21:51:53.040Z,"26 km NNE of Hualien City, Taiwan",earthquake,4.32,4.74,0.063,24,reviewed,us,us
2024-04-03T17:18:59.079Z,24.0434,121.795,31.395,4.1,mwr,72,79,0.731,0.72,us,us7000m9ph,2024-06-12T21:51:53.040Z,"20 km ENE of Hualien City, Taiwan",earthquake,2.67,5.044,0.068,21,reviewed,us,us
2024-04-03T17:39:11.729Z,23.8606,121.6324,21.744,4.2,mwr,89,71,0.558,0.75,us,us7000m9pl,2024-06-12T21:51:53.040Z,"13 km SSE of Hualien City, Taiwan",earthquake,4.17,5.075,0.066,22,reviewed,us,us
2024-04-03T18:29:47.827Z,23.7919,121.7943,19.696,4.9,mww,184,57,0.605,0.63,us,us7000m9q2,2024-06-12T21:51:53.040Z,"28 km SE of Hualien City, Taiwan",earthquake,3.68,3.18,0.083,14,reviewed,us,us
2024-04-03T19:07:25.523Z,23.9059,121.7144,36.409,4.3,mb,49,82,0.638,0.74,us,us7000m9q8,2024-06-12T21:51:53.040Z,"13 km SE of Hualien City, Taiwan",earthquake,3.33,8.36,0.099,29,reviewed,us,us
2024-04-03T19:46:52.700Z,23.7612,121.8012,20.372,4.5,mwr,101,83,0.59,0.8,us,us7000m9qc,2024-06-12T21:51:53.040Z,"31 km SE of Hualien City, Taiwan",earthquake,1.76,4.758,0.073,18,reviewed,us,us
2024-04-03T20:29:19.365Z,24.27,121.7986,18.648,4.1,mwr,61,61,0.554,0.62,us,us7000m9qk,2024-06-12T21:51:53.040Z,"37 km NNE of Hualien City, Taiwan",earthquake,2.5,4.347,0.071,19,reviewed,us,us
2024-04-03T21:56:12.734Z,24.1938,121.6996,22.541,4.2,mwr,81,72,0.558,0.71,us,us7000m9r0,2024-06-12T21:51:53.040Z,"25 km NNE of Hualien City, Taiwan",earthquake,4.52,5.14,0.06,27,reviewed,us,us
2024-04-03T22:46:35.721Z,23.9569,121.6906,42.985,4.3,mb,56,77,0.668,0.64,us,us7000m9r8,2024-06-12T21:51:53.040Z,"9 km ESE of Hualien City, Taiwan",earthquake,2.92,7.658,0.094,32,reviewed,us,us
2024-04-03T22:48:12.288Z,24.0452,121.7176,47.934,4.2,mwr,54,75,0.695,0.75,us,us7000mbh7,2024-06-12T21:51:58.040Z,"13 km ENE of Hualien City, Taiwan",earthquake,4.61,5.656,0.065,23,reviewed,us,us
2024-04-04T00:18:09.785Z,24.2378,121.6806,29.008,4.2,mb,26,77,0.512,0.99,us,us7000mbn0,2024-06-12T21:51:59.040Z,"29 km NNE of Hualien City, Taiwan",earthquake,3.17,4.149,0.187,8,reviewed,us,us
2024-04-04T00:32:40.955Z,24.2474,121.632,23.316,4.3,mb,31,113,0.481,0.61,us,us7000mbn1,2024-06-12T21:51:59.040Z,"30 km N of Hualien City, Taiwan",earthquake,1.77,6.031,0.129,17,reviewed,us,us
2024-04-04T01:29:07.694Z,23.7474,121.5815,10.589,4.3,mwr,63,81,0.439,0.82,us,us7000m9sb,2024-06-12T21:51:53.040Z,"25 km S of Hualien City, Taiwan",earthquake,2.57,4.832,0.062,25,reviewed,us,us
2024-04-04T02:02:55.319Z,24.2176,121.8001,18.852,4.5,mwr,55,77,0.593,0.69,us,us7000m9si,2024-06-12T21:51:53.040Z,"33 km NE of Hualien City, Taiwan",earthquake,3.06,4.061,0.058,29,reviewed,us,us
2024-04-04T03:14:29.455Z,24.002,121.6789,36.928,4.1,mwr,29,76,0.697,0.47,us,us7000m9t2,2024-06-12T21:51:53.040Z,"8 km ENE of Hualien City, Taiwan",earthquake,2.37,7.4,0.068,21,reviewed,us,us
2024-04-04T04:11:48.938Z,24.2227,121.7039,31.168,4.4,mb,41,77,0.536,0.9,us,us7000mbnd,2024-06-12T21:51:59.040Z,"29 km NNE of Hualien City, Taiwan",earthquake,3.42,5.512,0.12,20,reviewed,us,us
2024-04-04T05:00:30.740Z,24.2098,121.7837,27.771,4.5,mwr,79,78,0.59,0.61,us,us7000m9tg,2024-06-12T21:51:53.040Z,"31 km NE of Hualien City, Taiwan",earthquake,3.7,4.862,0.062,25,reviewed,us,us
2024-04-04T05:16:57.223Z,24.1688,121.7554,32.261,4.4,mb,38,78,0.607,0.71,us,us7000m9tk,2024-06-12T21:51:53.040Z,"26 km NE of Hualien City, Taiwan",earthquake,2.83,5.915,0.108,25,reviewed,us,us
2024-04-04T06:44:54.427Z,24.2365,121.873,24.859,4,mwr,23,77,0.625,0.91,us,us7000mbnx,2024-06-12T21:51:59.040Z,"39 km NE of Hualien City, Taiwan",earthquake,2.43,5.256,0.08,15,reviewed,us,us
2024-04-04T14:30:07.277Z,24.24,121.7809,24.978,4.8,mww,63,54,0.565,0.91,us,us7000m9vn,2024-06-12T21:51:53.040Z,"34 km NNE of Hualien City, Taiwan",earthquake,3.04,5.246,0.086,13,reviewed,us,us
2024-04-04T17:24:51.194Z,24.2361,121.7469,20.481,4.4,mwr,56,63,0.548,0.53,us,us7000m9xz,2024-06-12T21:51:54.040Z,"32 km NNE of Hualien City, Taiwan",earthquake,3.55,4.422,0.065,23,reviewed,us,us
2024-04-04T18:35:01.783Z,24.1458,121.6806,34.539,4.9,mww,68,73,0.591,0.77,us,us7000m9yb,2024-06-12T21:51:54.040Z,"20 km NNE of Hualien City, Taiwan",earthquake,3.74,4.239,0.083,14,reviewed,us,us
2024-04-04T18:42:37.113Z,24.2834,121.934,22.917,4.5,mb,54,70,0.638,0.36,us,us7000m9yf,2024-06-12T21:51:54.040Z,"47 km NE of Hualien City, Taiwan",earthquake,2.63,5.385,0.088,38,reviewed,us,us
2024-04-04T19:55:30.310Z,23.7707,121.8886,18.658,4.4,mb,38,89,0.66,0.69,us,us7000mbpf,2024-06-12T21:51:59.040Z,"36 km SE of Hualien City, Taiwan",earthquake,2.28,5.306,0.108,25,reviewed,us,us
2024-04-05T04:40:55.008Z,24.1814,121.7574,27.702,4.3,mwr,52,73,0.598,0.61,us,us7000ma1e,2024-06-12T21:51:54.040Z,"27 km NE of Hualien City, Taiwan",earthquake,2.36,4.86,0.075,17,reviewed,us,us
2024-04-05T04:50:51.121Z,24.0787,121.684,20.304,5,mww,81,58,0.652,0.72,us,us7000ma1f,2024-06-12T21:51:54.040Z,"13 km NE of Hualien City, Taiwan",earthquake,3.67,4.031,0.093,11,reviewed,us,us
2024-04-05T06:12:47.647Z,23.8011,121.5992,10.708,4.7,mwr,133,71,0.492,0.7,us,us7000ma1q,2024-06-12T21:51:54.040Z,"19 km S of Hualien City, Taiwan",earthquake,2.36,4.682,0.065,23,reviewed,us,us
2024-04-05T06:16:06.859Z,24.1304,121.6737,20.68,4,mwr,55,81,0.602,0.68,us,us7000mbpx,2024-06-12T21:51:59.040Z,"18 km NNE of Hualien City, Taiwan",earthquake,3.72,5.593,0.093,11,reviewed,us,us
2024-04-05T09:04:57.136Z,23.9793,121.6487,27.455,4.3,mwr,78,76,0.664,0.81,us,us7000ma2d,2024-06-12T21:51:54.040Z,"4 km E of Hualien City, Taiwan",earthquake,3.13,3.516,0.068,21,reviewed,us,us
2024-04-05T12:59:12.558Z,24.2276,121.7354,28.654,4.3,mb,34,77,0.549,0.93,us,us7000mbqg,2024-06-12T21:52:00.040Z,"30 km NNE of Hualien City, Taiwan",earthquake,3.44,4.063,0.168,10,reviewed,us,us
2024-04-05T15:00:36.463Z,24.1336,121.8445,8.048,4.9,mb,49,73,0.684,0.86,us,us7000ma78,2024-06-12T21:51:54.040Z,"29 km NE of Hualien City, Taiwan",earthquake,4.58,4.43,0.081,47,reviewed,us,us
2024-04-05T16:22:28.336Z,24.0842,121.7784,10,4.2,mwr,25,75,0.689,0.89,us,us7000mbqb,2024-06-12T21:52:00.040Z,"21 km NE of Hualien City, Taiwan",earthquake,4.1,1.89,0.071,19,reviewed,us,us
2024-04-05T18:49:23.565Z,23.8825,121.9627,17.582,4.6,mwr,127,40,0.781,0.69,us,us7000ma9w,2024-06-12T21:51:54.040Z,"37 km ESE of Hualien City, Taiwan",earthquake,3.24,3.658,0.069,20,reviewed,us,us
2024-04-05T20:12:10.587Z,24.0916,121.7075,18.734,4.5,mb,66,50,0.65,0.51,us,us7000maab,2024-06-12T21:51:54.040Z,"16 km NE of Hualien City, Taiwan",earthquake,1.68,4.156,0.088,43,reviewed,us,us
2024-04-05T20:26:26.119Z,23.8872,121.8259,21.638,4.9,mww,199,36,0.691,0.6,us,us7000maaf,2024-06-12T21:51:54.040Z,"24 km ESE of Hualien City, Taiwan",earthquake,2.44,3.819,0.083,14,reviewed,us,us
2024-04-05T21:34:12.704Z,24.0131,121.6788,19.562,4,mwr,48,76,0.7,0.61,us,us7000mabb,2024-06-12T21:51:54.040Z,"8 km ENE of Hualien City, Taiwan",earthquake,3.33,4.562,0.062,25,reviewed,us,us
2024-04-06T01:37:49.290Z,23.6327,122.0266,10,5,mb,76,87,0.711,0.85,us,us7000mace,2024-06-12T21:51:55.040Z,"57 km SE of Hualien City, Taiwan",earthquake,4.27,1.831,0.047,146,reviewed,us,us
2024-04-06T02:43:15.773Z,23.6679,122.0226,37.771,4.2,mb,19,155,0.72,0.42,us,us7000mc78,2024-06-12T21:52:00.040Z,"54 km SE of Hualien City, Taiwan",earthquake,3.18,11.975,0.186,8,reviewed,us,us
2024-04-06T03:52:54.827Z,24.1544,121.7326,26.385,4.7,mwr,78,56,0.607,0.94,us,us7000macw,2024-06-12T21:51:55.040Z,"23 km NNE of Hualien City, Taiwan",earthquake,3.51,4.392,0.062,25,reviewed,us,us
2024-04-06T06:02:19.022Z,23.9012,121.7862,22.398,4.3,mwr,46,87,0.676,0.54,us,us7000madk,2024-06-12T21:51:55.040Z,"20 km ESE of Hualien City, Taiwan",earthquake,4.06,3.63,0.065,23,reviewed,us,us
2024-04-06T06:52:33.074Z,23.8323,121.6142,29.682,4,mwr,35,80,0.526,0.75,us,us7000mc7h,2024-06-12T21:52:00.040Z,"16 km S of Hualien City, Taiwan",earthquake,3.27,5.286,0.066,22,reviewed,us,us
2024-04-06T08:10:24.695Z,23.784,121.6221,7.924,4.1,mwr,37,81,0.491,0.71,us,us7000maej,2024-06-12T21:51:55.040Z,"21 km S of Hualien City, Taiwan",earthquake,2.81,5.092,0.073,18,reviewed,us,us
2024-04-06T10:47:12.076Z,23.86,121.6946,29.453,5.2,mww,66,72,0.591,0.79,us,us7000mafi,2024-06-12T21:51:55.040Z,"15 km SE of Hualien City, Taiwan",earthquake,3.59,3.595,0.057,30,reviewed,us,us
2024-04-06T13:17:52.718Z,24.2112,121.7291,17.244,4.3,mwr,31,77,0.559,0.98,us,us7000mag8,2024-06-12T21:51:55.040Z,"28 km NNE of Hualien City, Taiwan",earthquake,3.86,4.833,0.078,16,reviewed,us,us
2024-04-06T15:43:08.940Z,24.2361,121.7536,17.403,4.3,mb,39,117,0.552,0.76,us,us7000mc7m,2024-06-12T21:52:00.040Z,"32 km NNE of Hualien City, Taiwan",earthquake,3.03,4.057,0.119,20,reviewed,us,us
2024-04-06T15:53:12.455Z,24.2043,121.8332,33.808,4.8,mwr,121,40,0.623,0.65,us,us7000magn,2024-06-12T21:51:55.040Z,"34 km NE of Hualien City, Taiwan",earthquake,2.91,4.324,0.06,27,reviewed,us,us
2024-04-06T21:04:13.430Z,24.8882,122.7937,16.855,4.1,mb,22,46,0.464,0.41,us,us7000mc81,2024-06-12T21:52:00.040Z,"51 km NNW of Yonakuni, Japan",earthquake,4.85,5.296,0.198,7,reviewed,us,us
2024-04-06T21:15:08.953Z,24.008,121.7648,18.865,4.6,mwr,70,69,0.748,0.67,us,us7000mai0,2024-06-12T21:51:56.040Z,"16 km ENE of Hualien City, Taiwan",earthquake,3.5,3.929,0.06,27,reviewed,us,us
2024-04-07T02:06:00.792Z,24.2268,121.7488,15.977,4.5,mb,41,71,0.557,0.8,us,us7000maix,2024-06-12T21:51:56.040Z,"31 km NNE of Hualien City, Taiwan",earthquake,3.34,4.626,0.108,25,reviewed,us,us
2024-04-07T05:00:07.657Z,24.0197,121.7264,37.053,4.4,mb,25,82,0.722,0.66,us,us7000mcfi,2024-06-12T21:52:00.040Z,"13 km ENE of Hualien City, Taiwan",earthquake,3.28,8.118,0.17,10,reviewed,us,us
2024-04-07T10:01:21.679Z,24.1331,122.018,36.772,4.9,mww,122,29,0.792,0.55,us,us7000mal5,2024-06-12T21:51:56.040Z,"45 km ENE of Hualien City, Taiwan",earthquake,2.19,5.146,0.083,14,reviewed,us,us
2024-04-07T10:24:38.426Z,24.067,121.6777,15.62,4.5,mb,41,66,0.66,0.91,us,us7000mal9,2024-06-12T21:51:56.040Z,"12 km NE of Hualien City, Taiwan",earthquake,2.11,5.079,0.11,24,reviewed,us,us
2024-04-07T19:58:41.174Z,23.8872,121.7073,40.883,4.1,mwr,50,85,0.62,0.67,us,us7000mani,2024-06-12T21:51:56.040Z,"14 km SE of Hualien City, Taiwan",earthquake,3.07,8,0.071,19,reviewed,us,us
2024-04-07T22:49:30.435Z,24.2276,121.8501,37.544,4.6,mb,92,62,0.617,0.54,us,us7000map5,2024-06-12T21:51:56.040Z,"37 km NE of Hualien City, Taiwan",earthquake,3.57,6.244,0.066,68,reviewed,us,us
2024-04-08T05:09:34.200Z,24.1739,121.8555,29.992,4.6,mwr,141,64,0.659,0.38,us,us7000maqf,2024-06-17T02:14:49.040Z,"33 km NE of Hualien City, Taiwan",earthquake,3.69,4.301,0.066,22,reviewed,us,us
2024-04-08T08:45:07.651Z,23.9531,121.6388,36.54,4.4,mb,61,81,0.64,0.71,us,us7000mcni,2024-06-17T02:14:50.040Z,"4 km SE of Hualien City, Taiwan",earthquake,2.56,8.448,0.079,46,reviewed,us,us
2024-04-08T18:02:37.198Z,23.8945,121.7042,36.827,4.8,mwr,84,71,0.624,0.69,us,us7000mau8,2024-06-17T02:14:52.040Z,"13 km SE of Hualien City, Taiwan",earthquake,3.74,6.944,0.061,26,reviewed,us,us
2024-04-08T22:14:06.949Z,23.9542,121.7011,24.417,4.2,mwr,67,77,0.671,0.54,us,us7000mavj,2024-06-17T02:14:53.040Z,"10 km ESE of Hualien City, Taiwan",earthquake,3.34,5.047,0.075,17,reviewed,us,us
2024-04-08T23:26:14.707Z,24.1586,121.6838,35.818,4.1,mwr,39,56,0.581,0.52,us,us7000mavz,2024-06-17T02:14:53.040Z,"21 km NNE of Hualien City, Taiwan",earthquake,3.44,1.628,0.06,27,reviewed,us,us
2024-04-09T01:33:12.653Z,23.7339,121.5659,29.814,4.4,mb,37,75,0.42,0.74,us,us7000mcw2,2024-06-17T02:14:54.040Z,"27 km S of Hualien City, Taiwan",earthquake,3.54,4.185,0.123,19,reviewed,us,us
2024-04-09T02:17:00.191Z,24.0705,121.6547,10,4,mb,17,80,0.648,0.64,us,us7000mcvu,2024-06-17T02:14:54.040Z,"11 km NNE of Hualien City, Taiwan",earthquake,2.08,1.886,0.258,4,reviewed,us,us
2024-04-09T11:43:32.247Z,24.8678,122.9223,127.376,4.3,mb,40,45,0.407,0.95,us,us7000mcwq,2024-06-17T02:14:57.040Z,"45 km N of Yonakuni, Japan",earthquake,5.74,4.926,0.119,20,reviewed,us,us
2024-04-09T21:34:44.693Z,24.074,121.7277,20.41,4.3,mwr,47,75,0.674,0.62,us,us7000mb2w,2024-06-17T02:15:00.040Z,"16 km NE of Hualien City, Taiwan",earthquake,3.11,5.035,0.063,24,reviewed,us,us
2024-04-10T09:09:44.994Z,23.8729,121.6845,34.814,4.1,mwr,44,79,0.596,0.71,us,us7000mb67,2024-06-17T02:15:03.040Z,"14 km SE of Hualien City, Taiwan",earthquake,3.35,5.307,0.065,23,reviewed,us,us
2024-04-10T11:22:58.845Z,24.0398,121.7828,27.129,4.2,mwr,43,76,0.729,0.61,us,us7000mb6d,2024-06-17T02:15:04.040Z,"19 km ENE of Hualien City, Taiwan",earthquake,2.69,5.765,0.062,25,reviewed,us,us
2024-04-10T16:55:12.547Z,24.1477,121.7763,16.962,4.5,mwr,57,74,0.635,0.65,us,us7000mb82,2024-06-17T02:15:05.040Z,"25 km NE of Hualien City, Taiwan",earthquake,2.46,3.544,0.069,20,reviewed,us,us
2024-04-12T14:19:58.698Z,22.2514,121.6659,12.204,4.6,mb,61,104,0.782,0.66,us,us7000mbmu,2024-06-17T02:15:16.040Z,"98 km ENE of Hengchun, Taiwan",earthquake,5.18,4.179,0.067,68,reviewed,us,us
2024-04-12T18:44:37.485Z,23.409,120.1613,10,4.6,mww,45,82,0.444,1.16,us,us7000mbru,2024-06-17T02:15:17.040Z,"30 km WSW of Pizitou, Taiwan",earthquake,3.16,1.8,0.068,21,reviewed,us,us
2024-04-13T12:38:48.495Z,23.6777,121.6125,10.199,4.3,mwr,80,83,0.405,0.77,us,us7000mbwf,2024-06-17T02:15:24.040Z,"33 km S of Hualien City, Taiwan",earthquake,2.73,4.761,0.063,24,reviewed,us,us
2024-04-13T14:26:35.859Z,23.9735,121.5557,16.123,4.3,mwr,35,79,0.581,1.07,us,us7000mbwq,2024-06-17T02:15:24.040Z,"4 km W of Hualien City, Taiwan",earthquake,3.54,4.13,0.063,24,reviewed,us,us
2024-04-15T18:47:44.262Z,24.0128,121.7621,38.395,4,mwr,30,82,0.743,0.62,us,us6000mt8k,2024-06-25T21:02:24.040Z,"16 km ENE of Hualien City, Taiwan",earthquake,3.39,7.102,0.06,27,reviewed,us,us
2024-04-16T18:59:48.903Z,24.0589,121.7989,27.269,4.6,mwr,62,76,0.72,0.62,us,us7000mchx,2024-06-25T21:02:50.040Z,"21 km ENE of Hualien City, Taiwan",earthquake,4.3,4.76,0.066,22,reviewed,us,us
2024-04-17T09:17:10.618Z,23.8715,121.7448,32.186,4.9,mww,108,72,0.629,0.78,us,us7000mcmb,2024-06-25T21:02:54.040Z,"18 km SE of Hualien City, Taiwan",earthquake,3.44,4.05,0.093,11,reviewed,us,us
2024-04-18T09:11:57.239Z,23.7095,121.8114,27.816,4.7,mb,46,43,0.568,1.22,us,us6000mtrr,2024-06-25T21:02:29.040Z,"36 km SE of Hualien City, Taiwan",earthquake,3.69,3.774,0.104,28,reviewed,us,us
2024-04-19T14:25:52.541Z,24.3164,121.7612,26.082,4.2,mwr,48,75,0.497,0.72,us,us7000md4t,2024-06-25T21:03:08.040Z,"40 km NNE of Hualien City, Taiwan",earthquake,2.79,4.977,0.075,17,reviewed,us,us
2024-04-20T00:35:11.204Z,24.195,121.9198,16.639,4.4,mb,53,80,0.685,0.52,us,us7000mdd0,2024-06-25T21:03:11.040Z,"40 km NE of Hualien City, Taiwan",earthquake,3.69,4.73,0.091,35,reviewed,us,us
2024-04-21T02:40:55.589Z,23.4701,121.631,28.583,5.1,mww,88,64,0.316,1.01,us,us7000mdkn,2024-06-25T21:03:19.040Z,"56 km S of Hualien City, Taiwan",earthquake,4.89,1.824,0.086,13,reviewed,us,us
2024-04-21T03:07:18.959Z,24.1322,121.7049,38.627,4.1,mwr,61,79,0.613,0.95,us,us7000mdkq,2024-06-25T21:03:19.040Z,"20 km NNE of Hualien City, Taiwan",earthquake,3.71,5.224,0.069,20,reviewed,us,us
2024-04-21T09:54:19.794Z,23.96,121.7771,33.426,4.2,mb,34,84,0.716,0.55,us,us7000mdmk,2024-06-25T21:03:22.040Z,"17 km E of Hualien City, Taiwan",earthquake,2.73,5.74,0.141,14,reviewed,us,us
2024-04-21T16:35:51.370Z,24.1634,121.6587,32.956,4.7,mwr,69,55,0.566,0.73,us,us7000mdp6,2024-06-25T21:03:23.040Z,"21 km NNE of Hualien City, Taiwan",earthquake,2.99,4.34,0.061,26,reviewed,us,us
2024-04-21T18:53:22.861Z,23.909,121.6167,25.424,4.3,mwr,72,70,0.592,0.89,us,us7000mdpu,2024-06-25T21:03:25.040Z,"7 km S of Hualien City, Taiwan",earthquake,3.46,4.885,0.069,20,reviewed,us,us
2024-04-22T09:08:39.851Z,23.6939,121.5925,16.265,5.2,mww,106,56,0.404,0.82,us,us7000mdsw,2024-07-02T22:12:14.040Z,"31 km S of Hualien City, Taiwan",earthquake,3.99,2.123,0.058,29,reviewed,us,us
2024-04-22T09:12:10.590Z,23.808,121.5579,10,5.1,mb,88,55,0.478,1.01,us,us7000mdt2,2024-07-02T22:12:16.040Z,"19 km SSW of Hualien City, Taiwan",earthquake,3.43,1.421,0.046,153,reviewed,us,us
2024-04-22T09:16:01.385Z,23.8125,121.4665,27.828,5.2,mb,66,79,0.47,1.01,us,us7000mdt0,2024-07-02T22:12:14.040Z,"23 km SW of Hualien City, Taiwan",earthquake,2.08,4.628,0.044,171,reviewed,us,us
2024-04-22T09:17:09.152Z,23.7054,121.6677,10,4.9,mb,51,88,0.461,0.95,us,us6000muxl,2024-07-02T22:12:19.040Z,"30 km SSE of Hualien City, Taiwan",earthquake,4.27,1.825,0.102,32,reviewed,us,us
2024-04-22T09:52:55.346Z,23.711,121.6326,17.783,4.8,mwr,81,80,0.442,0.91,us,us7000mdt4,2024-07-02T22:12:20.040Z,"29 km S of Hualien City, Taiwan",earthquake,3.04,4.017,0.071,19,reviewed,us,us
2024-04-22T10:08:06.832Z,23.7212,121.5745,10,4.1,mwr,43,81,0.415,0.92,us,us7000mdt8,2024-07-02T22:12:52.040Z,"28 km S of Hualien City, Taiwan",earthquake,3.51,1.812,0.08,15,reviewed,us,us
2024-04-22T10:46:10.703Z,23.7276,121.58,10,4.7,mb,55,65,0.423,0.87,us,us7000mdtb,2024-07-02T22:12:25.040Z,"27 km S of Hualien City, Taiwan",earthquake,2.5,1.874,0.059,104,reviewed,us,us
2024-04-22T10:46:21.461Z,23.6225,121.6563,10,5.3,mwr,95,60,0.664,0.84,us,us7000mdtc,2024-07-02T22:12:13.040Z,"39 km S of Hualien City, Taiwan",earthquake,3.74,1.805,0.06,27,reviewed,us,us
2024-04-22T10:49:06.722Z,23.7229,121.6381,10,5,mb,53,73,0.454,1.27,us,us6000muy0,2024-10-09T09:08:42.625Z,"28 km S of Hualien City, Taiwan",earthquake,3.57,1.626,0.088,41,reviewed,us,us
2024-04-22T10:50:30.590Z,23.7053,121.6282,10,5.6,mww,97,35,0.435,0.87,us,us7000mdti,2024-10-09T07:40:26.744Z,"30 km S of Hualien City, Taiwan",earthquake,4.25,1.717,0.052,36,reviewed,us,us
2024-04-22T10:55:24.204Z,23.7466,121.5724,10,4.6,mb,38,72,0.434,0.7,us,us6000muxs,2024-07-02T22:12:27.040Z,"25 km S of Hualien City, Taiwan",earthquake,2.15,1.814,0.151,16,reviewed,us,us
2024-04-22T11:10:13.508Z,23.7036,121.5896,10,4.8,mb,51,90,0.41,1.01,us,us7000mdtw,2024-07-02T22:12:22.040Z,"30 km S of Hualien City, Taiwan",earthquake,2.99,1.848,0.06,99,reviewed,us,us
2024-04-22T11:13:11.313Z,23.7355,121.6162,10,5.1,mb,74,65,0.45,0.93,us,us7000mdtl,2024-07-02T22:12:16.040Z,"26 km S of Hualien City, Taiwan",earthquake,3.99,1.436,0.044,169,reviewed,us,us
2024-04-22T11:22:06.826Z,23.7178,121.6017,8.139,4.8,mb,62,84,0.428,0.89,us,us6000muxu,2024-07-02T22:12:21.040Z,"28 km S of Hualien City, Taiwan",earthquake,5.07,4.136,0.058,93,reviewed,us,us
2024-04-22T11:25:14.156Z,23.5936,121.5741,10,4.8,mb,69,72,0.324,0.98,us,us7000mdtx,2024-07-02T22:12:22.040Z,"42 km S of Hualien City, Taiwan",earthquake,3.62,1.49,0.048,135,reviewed,us,us
2024-04-22T11:25:56.268Z,23.6617,121.5571,10,5,mb,55,81,0.567,0.84,us,us6000muxz,2024-07-02T22:12:17.040Z,"35 km S of Hualien City, Taiwan",earthquake,6.55,1.846,0.052,117,reviewed,us,us
2024-04-22T11:27:50.022Z,23.7058,121.7675,10,4.5,mb,53,95,6.662,0.83,us,us6000muxw,2024-07-02T22:12:33.040Z,"34 km SSE of Hualien City, Taiwan",earthquake,8.11,1.867,0.088,39,reviewed,us,us
2024-04-22T11:32:21.061Z,23.7438,121.4487,10,4.4,mb,32,94,0.376,1.19,us,us6000muyv,2024-07-02T22:12:39.040Z,"30 km SSW of Hualien City, Taiwan",earthquake,5.93,1.074,0.12,22,reviewed,us,us
2024-04-22T11:34:28.666Z,23.6965,121.6096,10,4.7,mb,115,85,0.417,0.91,us,us7000mdu7,2024-07-02T22:12:25.040Z,"31 km S of Hualien City, Taiwan",earthquake,7.45,1.858,0.071,89,reviewed,us,us
2024-04-22T11:34:37.074Z,23.6047,121.6214,10,5.2,mb,53,81,0.365,1.12,us,us6000muy1,2024-07-02T22:12:14.040Z,"41 km S of Hualien City, Taiwan",earthquake,4.95,1.842,0.058,99,reviewed,us,us
2024-04-22T11:36:39.022Z,23.7276,121.4683,10,4.4,mb,52,98,0.369,0.72,us,us6000muz1,2024-07-02T22:12:39.040Z,"30 km SSW of Hualien City, Taiwan",earthquake,6.06,1.895,0.086,39,reviewed,us,us
2024-04-22T11:44:00.447Z,23.7275,121.5713,21.887,5,mb,43,94,0.418,0.92,us,us6000muxx,2024-07-02T22:12:17.040Z,"27 km S of Hualien City, Taiwan",earthquake,4.6,4.898,0.063,80,reviewed,us,us
2024-04-22T11:45:35.666Z,23.6672,121.573,10,5.1,mb,62,80,0.373,1,us,us7000mduc,2024-07-02T22:12:16.040Z,"34 km S of Hualien City, Taiwan",earthquake,3.34,1.806,0.051,144,reviewed,us,us
2024-04-22T13:00:42.776Z,23.6873,121.5815,7.028,4.5,mwr,73,80,0.393,0.7,us,us7000mdul,2024-07-02T22:12:31.040Z,"32 km S of Hualien City, Taiwan",earthquake,3.49,4.195,0.068,21,reviewed,us,us
2024-04-22T13:02:23.366Z,23.7424,121.5137,20.568,4.6,mb,30,128,0.406,0.95,us,us6000muyu,2024-07-02T22:12:28.040Z,"27 km SSW of Hualien City, Taiwan",earthquake,3.41,6.022,0.132,17,reviewed,us,us
2024-04-22T13:13:40.535Z,23.6479,121.554,10,5.1,mww,139,74,0.347,0.69,us,us7000mdup,2024-07-02T22:12:15.040Z,"36 km S of Hualien City, Taiwan",earthquake,4.83,1.774,0.071,19,reviewed,us,us
2024-04-22T13:42:57.748Z,23.7818,121.6115,14.471,4.5,mwr,77,66,0.483,0.74,us,us7000mdut,2024-07-02T22:12:31.040Z,"21 km S of Hualien City, Taiwan",earthquake,3.12,3.272,0.068,21,reviewed,us,us
2024-04-22T14:11:22.980Z,23.7259,121.5781,8,5.8,mww,121,44,0.42,0.74,us,us7000mduw,2024-10-09T12:01:11.975Z,"27 km S of Hualien City, Taiwan",earthquake,3.45,1.734,0.062,25,reviewed,us,us
2024-04-22T14:20:09.372Z,23.716,121.618,8.222,5,mb,63,82,0.436,0.96,us,us7000mdv0,2024-07-02T22:12:18.040Z,"28 km S of Hualien City, Taiwan",earthquake,2.79,4.53,0.057,97,reviewed,us,us
2024-04-22T15:56:44.790Z,23.7402,121.5431,10.478,4.4,mwr,80,81,0.413,0.73,us,us7000mdw6,2024-07-02T22:12:37.040Z,"26 km SSW of Hualien City, Taiwan",earthquake,3.55,3.239,0.068,21,reviewed,us,us
2024-04-22T16:01:26.693Z,23.7423,121.5726,7.732,4.4,mwr,96,95,0.43,0.77,us,us6000muye,2024-07-02T22:12:37.040Z,"26 km S of Hualien City, Taiwan",earthquake,3.71,4.543,0.068,21,reviewed,us,us
2024-04-22T16:01:57.684Z,23.7037,121.6499,6.864,4.6,mb,79,83,0.448,0.64,us,us6000muz2,2024-07-02T22:12:28.040Z,"30 km S of Hualien City, Taiwan",earthquake,6.28,4.725,0.075,54,reviewed,us,us
